"","Spanish","French","Chinese","Hindi and related","Filipino, Tagalog","German","Vietnamese","Korean","Russian","Arabic","Dravidian","Italian","Sub-Saharan Africa","Portuguese","Polish","Japanese","Serbo-Croatian, Yugoslavian, Slavonian","Greek","Persian, Iranian, Farsi","Navajo","Hebrew, Israeli","Amharic, Ethiopian, etc","Thai, Siamese, Lao","Indonesian","Yiddish, Jewish","Micronesian, Polynesian","Armenian","Dutch","Ukrainian, Ruthenian, Little Russian","Rumanian","Tibetan","Albanian","Other East/Southeast Asian","Hamitic","Native","Turkish","Other Balto-Slavic","Magyar, Hungarian","Other Malayan","Near East Arabic dialect","Athapascan","Burmese, Lisu, Lolo","Lithuanian","Swedish","Czech","Norwegian","Slovak","Hawaiian","Aleut, Eskimo","Finnish","Other or not reported","Danish","Other Persian dialects","Celtic","Keres","Siouan languages","American Indian, n.s","African, n.s","Iroquoian","Zuni","English","N/A or blank"
"154",617.9,0,0,0,0,0,0,0,0,0,0,0,40.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"155",0,0,0,0,0,1399.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"156",1573.14,0,0,0,0,511.02,574.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"157",2682.02,0,360.72,751.5,0,0,0,0,0,377.42,0,0,0,230.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"158",1285.9,0,0,0,0,410.82,0,0,0,0,267.2,551.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"159",3520.36,0,0,0,0,313.96,0,0,0,941.88,0,0,0,86.84,380.76,0,440.88,0,0,0,293.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"160",7528.36,0,845.02,1716.76,0,0,3162.98,0,0,337.34,0,367.4,270.54,0,0,2134.26,293.92,0,0,0,0,280.56,551.1,0,0,0,0,0,330.66,0,0,1025.38,0,0,313.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293.92,0,0,0,0,0,0,0,0,0,0,0
"161",15988.58,1432.86,534.4,1279.22,450.9,1386.1,1917.16,0,501,2127.58,4101.52,317.3,320.64,0,0,0,761.52,0,0,0,0,0,0,0,0,0,0,0,1319.3,86.84,0,0,0,1062.12,0,150.3,0,0,0,0,2327.98,0,0,0,66.8,0,0,0,0,310.62,0,698.06,0,0,0,0,0,0,0,0,0,0
"162",11703.36,247.16,1122.24,0,0,1132.26,480.96,210.42,0,146.96,0,0,0,0,0,1930.52,0,0,0,0,0,0,0,0,0,0,0,0,1733.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"163",2254.5,0,0,0,230.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"164",788.24,0,0,0,0,490.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1339.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"165",450.9,0,367.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"166",731.46,0,0,0,300.6,344.02,0,0,0,173.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"167",1563.12,0,0,0,911.82,0,0,0,0,287.24,1599.86,0,0,0,0,1690.04,0,0,0,0,0,0,0,0,0,0,0,237.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"168",3206.4,561.12,0,0,0,263.86,0,0,0,323.98,0,0,0,344.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394.12,0,0,357.38,0,0,0,0,0,0,0,0
"169",2795.58,0,0,0,113.56,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"170",180.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"171",1422.84,1112.22,0,0,0,0,200.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"172",10868.36,3316.62,477.62,0,0,0,4736.12,0,0,233.8,0,531.06,270.54,1175.68,0,420.84,0,207.08,0,0,0,0,163.66,0,0,0,0,227.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"173",26679.92,3303.26,0,1977.28,273.88,1055.44,4709.4,0,287.24,788.24,470.94,1249.16,0,1937.2,0,0,360.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230.46,0,0,0,0,0,0,0,0,0,0
"174",4301.92,24779.46,0,213.76,0,133.6,0,0,146.96,340.68,0,0,604.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"175",928.52,928.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"176",1683.36,2725.44,156.98,0,193.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"177",574.48,12324.6,0,0,0,0,126.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"178",7638.58,1342.68,0,217.1,631.26,0,0,0,0,407.48,0,143.62,270.54,0,0,374.08,0,0,0,0,0,0,0,0,0,2080.82,0,0,0,320.64,0,0,0,0,0,203.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517.7,0,0,0,0,0,0,0,0,0,0,0
"179",3343.34,12451.52,143.62,297.26,106.88,76.82,414.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1482.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"180",5313.94,54996.44,0,420.84,0,263.86,1366.06,0,0,0,377.42,0,0,1092.18,233.8,0,0,0,0,0,0,0,781.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"181",1145.62,2635.26,53.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,885.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"182",5086.82,4164.98,3179.68,751.5,778.22,921.84,1275.88,283.9,0,0,187.04,257.18,0,387.44,0,283.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,931.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"183",4405.46,37962.44,601.2,1008.68,460.92,1259.18,0,0,0,1426.18,0,430.86,0,0,360.72,0,420.84,80.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1212.42,0,0,0,0,0,0,1987.3,0,0,0,414.16,0,0,0,0,0,0,0,374.08,0,0,0,0,0,0,0,0,0
"184",704.74,1796.92,0,0,0,203.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"185",4385.42,2224.44,0,243.82,985.3,597.86,0,330.66,0,0,0,0,0,0,1118.9,467.6,0,280.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"186",9502.3,1369.4,1736.8,1967.26,0,414.16,384.1,724.78,918.5,0,0,170.34,243.82,0,0,0,0,514.36,0,0,0,0,0,0,0,0,0,0,0,0,0,694.72,0,0,0,470.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"187",17314.56,3530.38,5935.18,5033.38,4702.72,1336,978.62,511.02,2628.58,1993.98,3657.3,851.7,1780.22,250.5,905.14,0,0,1636.6,290.58,0,240.48,2204.4,0,0,0,0,0,220.44,711.42,0,0,0,0,0,0,0,494.32,354.04,637.94,0,0,0,0,961.92,0,0,908.48,273.88,0,0,0,0,0,190.38,0,0,0,0,0,0,0,0
"188",985.3,0,437.54,0,0,180.36,0,0,0,210.42,340.68,187.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,791.58,0,0,0,0,0,1048.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"189",5330.64,1860.38,220.44,277.22,377.42,270.54,0,183.7,0,0,1476.28,0,0,0,0,0,0,0,197.06,0,290.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2284.56,0,0,357.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190",63677.1,19799.52,8403.44,9341.98,2160.98,4839.66,2685.36,2057.44,4702.72,534.4,5814.94,1138.94,5821.62,4265.18,364.06,1930.52,0,3360.04,1319.3,0,450.9,7020.68,2221.1,217.1,313.96,2087.5,270.54,63.46,0,0,0,0,0,771.54,210.42,0,233.8,0,541.08,0,0,0,287.24,0,220.44,0,0,0,0,0,0,133.6,0,0,0,0,0,0,0,0,0,0
"191",6516.34,2114.22,2237.8,3186.36,0,327.32,0,6907.12,237.14,1222.44,3199.72,1693.38,901.8,280.56,704.74,624.58,0,167,587.84,0,0,0,0,0,0,0,0,300.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,681.36,0,0,0,0,0,0,0,597.86,0,0,0,0,0,0,0,0,0,0
"192",38219.62,15263.8,1002,5858.36,4649.28,210.42,0,464.26,0,2144.28,1422.84,0,8156.28,0,0,0,0,0,0,0,0,3353.36,220.44,0,0,0,0,0,0,0,0,0,3610.54,1289.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227.12,0,0
"193",1773.54,504.34,0,2354.7,2030.72,955.24,404.14,657.98,0,300.6,958.58,0,0,0,0,0,0,0,0,0,0,0,0,307.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257.18,0,0,0,0,0,283.9,0,0
"194",12889.06,2448.22,781.56,1255.84,1649.96,607.88,2004,3480.28,2294.58,818.3,0,0,0,627.92,0,277.22,0,2611.88,0,0,0,0,0,537.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.08,0,0,0,0,0,0,0,0,0,0,0
"195",14362,4101.52,2975.94,708.08,250.5,1399.46,377.42,2004,1118.9,617.9,0,1055.44,2742.14,0,517.7,123.58,0,217.1,160.32,0,1937.2,0,1229.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,678.02,0,0,0,0,0,0,0,0,0,0,0,0,300.6,0,0,0,0,0,0,0,0
"196",21285.82,734.8,0,0,0,0,374.08,0,0,1659.98,0,420.84,0,0,1559.78,0,0,0,0,0,0,0,273.88,0,0,0,223.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"197",10875.04,2087.5,968.6,0,0,0,2825.64,0,293.92,0,0,370.74,1162.32,9285.2,1058.78,0,0,0,941.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"198",1703.4,1062.12,153.64,0,0,490.98,0,0,1796.92,0,0,437.54,0,4442.2,0,0,0,1048.76,0,0,0,0,0,0,0,0,220.44,0,0,0,0,0,0,0,0,0,988.64,0,0,0,140.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"199",354.04,0,6860.36,848.36,604.54,0,0,287.24,250.5,0,0,0,0,1302.6,0,714.76,360.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200",42792.08,16770.14,13807.56,5888.42,1386.1,738.14,3800.92,2762.18,2695.38,2468.26,300.6,3887.76,1710.08,4726.1,3183.02,1953.9,424.18,250.5,0,0,0,200.4,0,0,200.4,0,0,0,0,0,0,0,0,5040.06,0,1118.9,0,0,0,0,0,0,0,0,0,0,397.46,0,0,664.66,340.68,287.24,0,273.88,0,0,0,0,0,0,0,0
"201",1028.72,477.62,1917.16,1339.34,0,591.18,691.38,340.68,511.02,0,501,1362.72,0,2074.14,0,0,1078.82,257.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"202",147233.88,52618.36,29872.96,28857.6,3219.76,8600.5,7054.08,6396.1,12337.96,8393.42,13740.76,24395.36,7859.02,65891.52,4398.78,2004,1312.62,9549.06,3924.5,0,2712.08,0,1148.96,788.24,223.78,317.3,9024.68,404.14,2949.22,1112.22,0,5153.62,7558.42,838.34,0,267.2,1579.82,2284.56,1930.52,0,0,0,2150.96,1132.26,1085.5,1840.34,0,0,0,1032.06,0,0,0,0,0,0,0,0,0,0,0,0
"203",263.86,0,0,0,0,280.56,0,0,0,0,0,0,0,0,444.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798.26,0,0,0,0,0,0,0,0,0,0,0,0
"204",1793.58,0,0,905.14,0,554.44,0,0,0,477.62,247.16,0,784.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"205",3096.18,384.1,5350.68,935.2,0,307.28,781.56,751.5,855.04,200.4,0,0,0,1148.96,0,0,0,377.42,0,0,0,0,156.98,457.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1252.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"206",3820.96,2408.14,0,0,0,350.7,240.48,0,0,678.02,490.98,0,1342.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430.86,0,0,584.5,0,0,0,0,0,0,0,0,0,0,744.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"207",758.18,0,654.64,0,283.9,0,0,0,0,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"208",1282.56,200.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"209",3209.74,1392.78,133.6,0,0,0,0,0,180.36,0,0,357.38,0,0,597.86,76.82,0,0,0,0,0,0,678.02,0,0,0,0,257.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210",390.78,170.34,0,0,273.88,1523.04,0,0,0,0,0,0,0,0,664.66,0,0,220.44,0,0,0,0,0,0,0,0,0,0,103.54,0,0,180.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211",5684.68,744.82,4148.28,0,0,4732.78,0,474.28,0,0,0,0,397.46,0,1239.14,63.46,0,320.64,0,0,233.8,0,66.8,0,173.68,0,354.04,320.64,0,0,0,417.5,0,1138.94,0,0,0,86.84,0,0,223.78,0,146.96,0,0,0,0,0,0,257.18,0,0,0,0,0,0,46.76,0,0,0,0,0
"212",1299.26,76.82,0,0,53.44,544.42,0,0,0,0,0,344.02,0,0,497.66,0,0,313.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"213",1185.7,460.92,0,0,0,754.84,177.02,0,0,0,0,0,0,544.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"214",1793.58,86.84,247.16,0,0,584.5,0,0,0,0,0,183.7,297.26,116.9,80.16,0,0,387.44,0,0,0,0,0,60.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1055.44,0,0,0,0,0,0,0,0,2077.48,66.8,0,0,0,0,0,0,0,0,0,0,0
"215",9759.48,517.7,0,1242.48,257.18,170.34,0,858.38,1312.62,0,0,273.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"216",8293.22,1212.42,1659.98,0,270.54,818.3,2197.72,0,313.96,0,0,350.7,0,0,0,0,848.36,0,0,0,0,0,0,430.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"217",357.38,350.7,230.46,601.2,1012.02,273.88,0,0,804.94,380.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"218",2762.18,0,861.72,607.88,0,0,0,1706.74,430.86,0,978.62,404.14,0,0,0,531.06,0,280.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"219",1376.08,1002,1907.14,3393.44,0,0,0,0,0,417.5,1038.74,394.12,0,0,0,0,300.6,0,0,0,0,0,0,270.54,0,0,0,0,0,0,0,0,0,0,0,0,290.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"220",928.52,310.62,544.42,2682.02,0,0,0,0,0,0,557.78,377.42,1189.04,0,1165.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,631.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"221",0,0,0,0,0,0,0,0,0,0,0,290.58,0,0,581.16,307.28,0,263.86,0,0,0,0,0,0,0,0,0,0,0,627.92,0,0,0,0,0,0,681.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"222",297.26,394.12,0,2037.4,0,601.2,511.02,0,0,1843.68,3162.98,293.92,457.58,0,497.66,0,457.58,617.9,0,0,420.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2044.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"223",1913.82,290.58,0,0,0,1609.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"224",1199.06,878.42,734.8,237.14,0,96.86,0,911.82,377.42,1118.9,0,0,0,0,293.92,915.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601.2,0,0,410.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"225",6756.82,654.64,784.9,2408.14,564.46,0,0,577.82,1967.26,938.54,407.48,1158.98,0,1596.52,0,1523.04,0,0,0,0,0,0,918.5,0,0,0,0,0,1780.22,2541.74,0,1055.44,0,0,0,0,0,0,0,1519.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"226",474.28,260.52,0,0,1118.9,2224.44,0,0,0,0,0,283.9,0,0,1409.48,457.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"227",2354.7,601.2,1536.4,6339.32,1245.82,684.7,507.68,0,0,0,728.12,300.6,891.78,0,2712.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.04,0,0,0,0,0,0,253.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2257.84,0,0,0,0,0
"228",1773.54,681.36,0,0,2014.02,344.02,250.5,0,0,5761.5,213.76,2484.96,0,0,1663.32,0,631.26,280.56,0,0,0,0,0,0,0,0,764.86,474.28,0,1175.68,0,354.04,0,0,0,0,0,0,0,6102.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"229",1366.06,0,0,177.02,0,240.48,0,0,0,397.46,0,424.18,0,0,0,267.2,848.36,0,0,0,0,0,0,0,0,347.36,0,0,0,1503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"230",614.56,1613.22,0,0,0,243.82,0,0,0,4943.2,0,307.28,0,0,0,0,574.48,0,0,0,0,0,0,0,0,0,0,0,0,350.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"231",1138.94,377.42,0,303.94,257.18,631.26,0,0,0,681.36,1720.1,647.96,0,0,1075.48,0,327.32,327.32,0,0,0,0,0,0,0,0,0,93.52,0,0,0,444.22,0,0,0,0,1339.34,0,0,344.02,0,0,0,0,0,0,344.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"232",2795.58,681.36,0,0,0,0,0,0,0,19742.74,0,0,0,0,764.86,0,0,0,0,0,0,0,0,0,0,0,263.86,0,323.98,344.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"233",3026.04,310.62,0,0,728.12,240.48,0,0,0,1085.5,0,0,0,0,0,0,1189.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"234",3563.78,387.44,0,0,0,0,0,0,0,0,0,1138.94,0,0,0,0,0,868.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347.36,0,0,0,0,0,0,0,0,0,0,0,821.64,0,0,0,0,0,0,0,0,0,0,0,0
"235",3296.58,334,240.48,1242.48,714.76,507.68,0,0,0,0,0,230.46,0,0,270.54,0,0,724.78,0,0,0,0,0,0,0,0,0,0,297.26,380.76,0,978.62,0,0,0,0,0,287.24,0,0,0,0,0,0,0,0,0,0,0,961.92,0,0,0,0,0,0,0,0,0,0,0,0
"236",15370.68,1907.14,0,4141.6,724.78,354.04,0,0,0,2381.42,280.56,0,1970.6,0,300.6,0,0,0,0,0,0,0,0,0,0,0,0,0,277.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"237",614.56,93.52,0,0,0,507.68,0,0,0,0,0,0,0,0,0,0,561.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"238",8810.92,0,263.86,0,0,845.02,0,273.88,0,0,601.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"239",2742.14,0,0,0,0,100.2,0,0,0,998.66,541.08,0,0,0,0,0,330.66,564.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"240",1713.42,293.92,0,0,0,0,287.24,0,0,0,0,0,0,0,290.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"241",15470.88,898.46,0,0,0,921.84,233.8,0,140.28,634.6,0,0,200.4,0,133.6,290.58,0,0,0,0,0,0,63.46,0,0,0,0,0,0,0,0,0,0,0,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"242",1018.7,317.3,0,0,0,257.18,0,0,0,0,0,0,0,0,0,0,0,233.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"243",2484.96,0,2107.54,5287.22,0,123.58,374.08,678.02,711.42,4071.46,0,0,0,0,447.56,434.2,0,0,0,0,0,0,828.32,0,0,0,0,0,377.42,0,0,0,0,544.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
